division_id,matchweek,date,time,home_team_id,away_team_id,goals_home_team,goals_away_team,status
2,8,2019-10-24,13:30:00,3,5,2,1,NULL
2,8,2019-10-24,00:00:00,58,43,2,1,NULL
2,9,2019-10-31,15:00:00,64,43,5,2,NULL
2,9,2019-10-31,14:00:00,51,48,0,0,NULL
2,9,2019-10-31,17:00:00,1,42,0,3,NULL
2,9,2019-10-31,13:30:00,50,19,0,0,NULL
2,9,2019-10-31,13:30:00,3,29,4,5,NULL
2,9,2019-10-31,14:45:00,5,58,0,1,NULL
2,10,2019-11-07,14:30:00,43,51,3,5,NULL
2,10,2019-11-07,13:30:00,48,1,0,0,NULL
2,10,2019-11-07,14:30:00,42,50,1,3,NULL
2,10,2019-11-07,13:30:00,19,3,1,3,NULL
2,10,2019-11-07,14:45:00,29,5,2,4,NULL
2,10,2019-11-07,14:30:00,58,64,2,3,NULL
2,11,2019-11-14,14:00:00,51,64,2,2,NULL
2,11,2019-11-14,17:00:00,1,43,0,0,NULL
2,11,2019-11-14,13:30:00,50,48,5,0,NULL
2,11,2019-11-14,13:30:00,3,42,1,1,NULL
2,11,2019-11-14,14:45:00,5,19,4,1,NULL
2,11,2019-11-14,14:45:00,29,58,0,1,NULL
2,12,2019-12-05,14:45:00,29,19,1,7,NULL
2,12,2019-12-05,14:45:00,5,42,0,2,NULL
2,12,2019-12-05,13:30:00,3,48,5,3,NULL
2,12,2019-12-05,13:30:00,50,43,0,4,NULL
2,12,2019-12-05,17:00:00,1,64,2,2,NULL
2,12,2019-12-05,14:30:00,58,51,0,3,NULL
2,13,2019-12-12,14:30:00,42,29,0,5,NULL
2,13,2019-12-12,14:30:00,19,58,0,3,NULL
2,13,2019-12-12,00:00:00,64,50,3,2,NULL
2,13,2019-12-12,14:30:00,43,3,5,0,NULL
2,13,2019-12-12,13:30:00,48,5,2,3,NULL
2,13,2019-12-12,14:00:00,51,1,4,1,NULL
2,14,2019-12-19,13:30:00,19,42,4,4,NULL
2,14,2019-12-19,14:45:00,29,48,2,2,NULL
2,14,2019-12-19,14:45:00,5,43,0,4,NULL
2,14,2019-12-19,00:00:00,3,64,0,3,NULL
2,14,2019-12-19,13:30:00,50,51,2,3,NULL
2,14,2019-12-19,14:30:00,58,1,0,0,NULL
2,15,2020-01-09,13:30:00,48,19,1,3,NULL
2,15,2020-01-09,14:30:00,43,29,1,0,NULL
2,15,2020-01-09,15:00:00,64,5,3,3,NULL
2,15,2020-01-09,14:00:00,51,3,4,2,NULL
2,15,2020-01-09,17:00:00,1,50,0,3,NULL
2,15,2020-01-09,14:30:00,42,58,0,1,NULL
2,16,2020-01-16,14:30:00,42,48,1,1,NULL
2,16,2020-01-16,13:30:00,19,43,0,1,NULL
2,16,2020-01-16,14:45:00,29,64,4,1,NULL
2,16,2020-01-16,14:45:00,5,51,1,0,NULL
2,16,2020-01-16,13:30:00,3,1,0,0,NULL
2,16,2020-01-16,14:30:00,58,50,8,0,NULL
2,17,2020-01-23,14:30:00,43,42,0,0,NULL
2,17,2020-01-23,15:00:00,64,19,10,2,NULL
2,17,2020-01-23,14:00:00,51,29,5,2,NULL
2,17,2020-01-23,17:00:00,1,5,3,0,NULL
2,17,2020-01-23,13:30:00,50,3,0,2,NULL
2,17,2020-01-23,13:30:00,48,58,3,0,NULL
2,18,2020-01-30,00:00:00,48,43,1,5,NULL
2,18,2020-01-30,14:30:00,42,64,0,4,NULL
2,18,2020-01-30,13:30:00,19,51,1,9,NULL
2,18,2020-01-30,14:45:00,29,1,0,0,NULL
2,18,2020-01-30,14:45:00,5,50,3,0,NULL
2,18,2020-01-30,14:30:00,58,3,1,3,NULL
2,19,2020-02-06,13:30:00,48,64,0,2,NULL
2,19,2020-02-06,14:00:00,51,42,5,2,NULL
2,19,2020-02-06,17:00:00,1,19,0,9,NULL
2,19,2020-02-06,13:30:00,50,29,0,0,NULL
2,19,2020-02-06,14:45:00,5,3,1,2,NULL
2,19,2020-02-06,14:30:00,43,58,0,3,NULL
2,20,2020-04-10,14:30:00,43,64,3,4,NULL
2,20,2020-04-10,13:30:00,48,51,0,1,NULL
2,20,2020-04-10,14:30:00,42,1,5,4,NULL
2,20,2020-04-10,13:30:00,19,50,0,2,NULL
2,20,2020-04-10,15:00:00,29,3,3,0,NULL
2,20,2020-04-10,14:30:00,58,5,3,4,NULL
2,21,2020-04-17,14:00:00,51,43,4,2,NULL
2,21,2020-04-17,17:00:00,1,48,0,0,NULL
2,21,2020-04-17,13:30:00,50,42,2,1,NULL
2,21,2020-04-17,13:30:00,3,19,1,1,NULL
2,21,2020-04-17,16:00:00,5,29,7,1,NULL
2,21,2020-04-17,15:00:00,64,58,2,1,NULL
2,22,2020-04-24,15:00:00,64,51,2,0,NULL
2,22,2020-04-24,14:30:00,43,1,0,0,NULL
2,22,2020-04-24,13:30:00,48,50,4,0,NULL
2,22,2020-04-24,14:30:00,42,3,0,8,NULL
2,22,2020-04-24,13:30:00,19,5,0,0,NULL
2,22,2020-04-24,14:30:00,58,29,0,5,NULL
3,1,2019-09-05,14:00:00,12,35,2,2,NULL
3,1,2019-09-05,14:30:00,53,34,3,1,NULL
3,1,2019-09-05,14:00:00,7,45,1,1,NULL
3,1,2019-09-05,14:30:00,31,15,1,4,NULL
3,1,2019-09-05,13:00:00,63,61,1,1,NULL
3,2,2019-09-12,14:30:00,35,39,1,1,NULL
3,2,2019-09-12,14:30:00,34,45,0,3,NULL
3,2,2019-09-12,14:00:00,7,31,2,0,NULL
3,2,2019-09-12,13:00:00,15,63,3,5,NULL
3,2,2019-09-12,13:00:00,61,12,0,0,NULL
3,3,2019-09-19,15:00:00,39,12,2,0,NULL
3,3,2019-09-19,14:30:00,53,35,0,4,NULL
3,3,2019-09-19,14:30:00,31,34,3,0,NULL
3,3,2019-09-19,13:00:00,63,7,0,0,NULL
3,3,2019-09-19,15:00:00,15,61,3,2,NULL
3,4,2019-09-26,14:00:00,12,53,1,2,NULL
3,4,2019-09-26,14:30:00,35,45,0,0,NULL
3,4,2019-09-26,14:30:00,34,63,0,0,NULL
3,4,2019-09-26,15:00:00,15,7,5,0,NULL
3,4,2019-09-26,15:00:00,39,61,2,2,NULL
3,5,2019-10-03,14:30:00,53,39,0,0,NULL
3,5,2019-10-03,14:00:00,45,12,0,2,NULL
3,5,2019-10-03,14:30:00,31,35,0,9,NULL
3,5,2019-10-03,13:00:00,15,34,2,7,NULL
3,5,2019-10-03,13:00:00,61,7,0,0,NULL
3,6,2019-10-10,15:00:00,39,45,0,2,NULL
3,6,2019-10-10,14:00:00,12,31,1,3,NULL
3,6,2019-10-10,14:30:00,35,63,5,5,NULL
3,6,2019-10-10,14:30:00,34,7,0,5,NULL
3,6,2019-10-10,14:30:00,53,61,3,5,NULL
3,7,2019-10-17,14:00:00,45,53,0,0,NULL
3,7,2019-10-17,14:30:00,31,39,1,0,NULL
3,7,2019-10-17,13:00:00,63,12,2,0,NULL
3,7,2019-10-17,13:00:00,15,35,1,1,NULL
3,7,2019-10-17,14:00:00,61,34,1,1,NULL
3,8,2019-10-24,14:30:00,53,31,0,0,NULL
3,8,2019-10-24,15:00:00,39,63,0,1,NULL
3,8,2019-10-24,14:00:00,12,15,1,0,NULL
3,8,2019-10-24,14:00:00,7,35,5,2,NULL
3,8,2019-10-24,13:00:00,61,45,0,0,NULL
3,9,2019-10-31,14:30:00,31,45,2,3,NULL
3,9,2019-10-31,13:00:00,63,53,2,1,NULL
3,9,2019-10-31,13:00:00,15,39,8,4,NULL
3,9,2019-10-31,14:00:00,7,12,1,0,NULL
3,9,2019-10-31,14:30:00,34,35,4,0,NULL
3,10,2019-11-07,14:00:00,45,63,2,0,NULL
3,10,2019-11-07,13:00:00,53,15,2,8,NULL
3,10,2019-11-07,15:00:00,39,7,2,5,NULL
3,10,2019-11-07,14:00:00,12,34,4,0,NULL
3,10,2019-11-07,14:00:00,61,31,3,1,NULL
3,11,2019-11-14,13:00:00,63,31,0,1,NULL
3,11,2019-11-14,13:00:00,15,45,0,0,NULL
3,11,2019-11-14,14:00:00,7,53,0,0,NULL
3,11,2019-11-14,14:30:00,34,39,5,4,NULL
3,11,2019-11-14,14:30:00,35,61,4,0,NULL
3,12,2019-12-05,14:30:00,35,12,0,2,NULL
3,12,2019-12-05,14:30:00,34,53,2,1,NULL
3,12,2019-12-05,14:00:00,45,7,1,3,NULL
3,12,2019-12-05,13:00:00,15,31,2,4,NULL
3,12,2019-12-05,14:00:00,61,63,0,1,NULL
3,13,2019-12-12,15:00:00,39,35,2,2,NULL
3,13,2019-12-12,14:30:00,12,61,1,1,NULL
3,13,2019-12-12,14:30:00,31,7,1,5,NULL
3,13,2019-12-12,14:00:00,45,34,8,3,NULL
3,13,2019-12-12,13:00:00,63,15,1,0,NULL
3,14,2019-12-19,14:00:00,12,39,3,2,NULL
3,14,2019-12-19,14:30:00,35,53,3,0,NULL
3,14,2019-12-19,14:30:00,34,31,0,2,NULL
3,14,2019-12-19,14:00:00,7,63,1,2,NULL
3,14,2019-12-19,13:00:00,61,15,4,0,NULL
3,15,2020-01-09,14:30:00,53,12,0,0,NULL
3,15,2020-01-09,14:00:00,45,35,4,1,NULL
3,15,2020-01-09,13:00:00,63,34,0,4,NULL
3,15,2020-01-09,14:00:00,7,15,5,8,NULL
3,15,2020-01-09,13:00:00,61,39,4,2,NULL
3,16,2020-01-16,15:00:00,39,53,3,3,NULL
3,16,2020-01-16,14:00:00,12,45,0,0,NULL
3,16,2020-01-16,14:30:00,35,31,1,2,NULL
3,16,2020-01-16,14:30:00,34,15,2,0,NULL
3,16,2020-01-16,14:00:00,7,61,1,0,NULL
3,17,2020-01-23,14:00:00,45,39,0,1,NULL
3,17,2020-01-23,14:30:00,31,12,2,1,NULL
3,17,2020-01-23,13:00:00,63,35,1,0,NULL
3,17,2020-01-23,14:00:00,7,34,3,2,NULL
3,17,2020-01-23,13:00:00,61,53,4,2,NULL
3,18,2020-01-30,14:30:00,53,45,5,0,NULL
3,18,2020-01-30,15:00:00,39,31,3,1,NULL
3,18,2020-01-30,14:00:00,12,63,1,2,NULL
3,18,2020-01-30,14:30:00,35,15,1,4,NULL
3,18,2020-01-30,14:30:00,34,61,0,2,NULL
3,19,2020-02-06,14:30:00,31,53,2,1,NULL
3,19,2020-02-06,13:00:00,63,39,1,1,NULL
3,19,2020-02-06,13:00:00,15,12,4,2,NULL
3,19,2020-02-06,14:30:00,35,7,2,1,NULL
3,19,2020-02-06,14:00:00,45,61,2,4,NULL
3,20,2020-04-10,14:00:00,45,31,0,2,NULL
3,20,2020-04-10,14:30:00,53,63,0,0,NULL
3,20,2020-04-10,15:00:00,39,15,2,0,NULL
3,20,2020-04-10,14:00:00,12,7,0,2,NULL
3,20,2020-04-10,14:30:00,35,34,0,1,NULL
3,21,2020-04-17,13:00:00,63,45,4,2,NULL
3,21,2020-04-17,13:00:00,15,53,0,2,NULL
3,21,2020-04-17,14:00:00,7,39,5,5,NULL
3,21,2020-04-17,14:30:00,34,12,4,0,NULL
3,21,2020-04-17,00:00:00,31,61,0,1,NULL
3,22,2020-04-24,14:30:00,31,63,2,3,NULL
3,22,2020-04-24,14:00:00,45,15,0,0,NULL
3,22,2020-04-24,14:30:00,53,7,1,1,NULL
3,22,2020-04-24,15:00:00,39,34,0,3,NULL
3,22,2020-04-24,13:00:00,61,35,1,0,NULL
4,1,2019-09-05,15:00:00,44,2,0,0,NULL
4,1,2019-09-05,13:30:00,47,57,0,1,NULL
4,1,2019-09-05,14:30:00,55,71,3,9,NULL
4,1,2019-09-05,14:30:00,32,38,0,2,NULL
4,1,2019-09-05,14:30:00,36,59,1,3,NULL
4,2,2019-09-12,14:00:00,2,47,0,4,NULL
4,2,2019-09-12,14:30:00,54,55,2,0,NULL
4,2,2019-09-12,15:00:00,71,32,3,10,NULL
4,2,2019-09-12,14:30:00,38,36,0,0,NULL
4,2,2019-09-12,15:00:00,44,59,0,4,NULL
4,3,2019-09-19,13:30:00,47,44,1,4,NULL
4,3,2019-09-19,14:30:00,55,57,1,0,NULL
4,3,2019-09-19,14:30:00,32,54,1,0,NULL
4,3,2019-09-19,14:30:00,36,71,1,5,NULL
4,3,2019-09-19,14:30:00,38,59,1,1,NULL
4,4,2019-09-26,14:00:00,2,55,3,0,NULL
4,4,2019-09-26,14:00:00,57,32,0,1,NULL
4,4,2019-09-26,14:30:00,54,36,0,0,NULL
4,4,2019-09-26,15:00:00,71,38,0,0,NULL
4,4,2019-09-26,00:00:00,59,47,1,3,NULL
4,5,2019-10-03,15:30:00,44,55,3,4,NULL
4,5,2019-10-03,14:30:00,32,2,2,4,NULL
4,5,2019-10-03,14:30:00,36,57,4,3,NULL
4,5,2019-10-03,14:30:00,38,54,1,10,NULL
4,5,2019-10-03,15:00:00,71,59,3,4,NULL
4,6,2019-10-10,13:30:00,47,55,3,0,NULL
4,6,2019-10-10,15:00:00,44,32,2,0,NULL
4,6,2019-10-10,14:00:00,2,36,2,0,NULL
4,6,2019-10-10,14:00:00,57,38,2,2,NULL
4,6,2019-10-10,14:30:00,54,71,5,5,NULL
4,7,2019-10-17,14:30:00,32,47,0,2,NULL
4,7,2019-10-17,14:30:00,36,44,0,0,NULL
4,7,2019-10-17,14:30:00,38,2,2,1,NULL
4,7,2019-10-17,15:00:00,71,57,1,1,NULL
4,7,2019-10-17,14:30:00,54,59,0,0,NULL
4,8,2019-10-24,13:30:00,47,36,5,0,NULL
4,8,2019-10-24,15:00:00,44,38,3,3,NULL
4,8,2019-10-24,14:00:00,2,71,0,2,NULL
4,8,2019-10-24,14:00:00,57,54,2,1,NULL
4,8,2019-10-24,14:30:00,59,55,1,0,NULL
4,9,2019-10-31,14:30:00,32,55,0,3,NULL
4,9,2019-10-31,14:30:00,38,47,2,4,NULL
4,9,2019-10-31,14:45:00,71,44,1,2,NULL
4,9,2019-10-31,14:30:00,54,2,2,0,NULL
4,9,2019-10-31,14:00:00,57,59,4,5,NULL
4,10,2019-11-07,16:00:00,55,36,2,2,NULL
4,10,2019-11-07,13:30:00,47,71,8,2,NULL
4,10,2019-11-07,14:30:00,44,54,3,4,NULL
4,10,2019-11-07,14:00:00,2,57,0,0,NULL
4,10,2019-11-07,14:30:00,59,32,2,0,NULL
4,11,2019-11-14,14:30:00,36,32,2,2,NULL
4,11,2019-11-14,14:30:00,38,55,5,1,NULL
4,11,2019-11-14,14:30:00,54,47,1,2,NULL
4,11,2019-11-14,14:00:00,57,44,0,2,NULL
4,11,2019-11-14,14:00:00,2,59,2,0,NULL
4,12,2019-12-05,14:00:00,2,44,0,0,NULL
4,12,2019-12-05,14:00:00,57,47,4,1,NULL
4,12,2019-12-05,14:45:00,71,55,1,0,NULL
4,12,2019-12-05,14:30:00,38,32,10,2,NULL
4,12,2019-12-05,14:30:00,59,36,1,2,NULL
4,13,2019-12-12,13:30:00,47,2,0,9,NULL
4,13,2019-12-12,14:30:00,44,59,2,2,NULL
4,13,2019-12-12,14:30:00,32,71,1,4,NULL
4,13,2019-12-12,16:00:00,55,54,3,1,NULL
4,13,2019-12-12,14:30:00,36,38,2,4,NULL
4,14,2019-12-19,14:30:00,44,47,0,4,NULL
4,14,2019-12-19,14:00:00,57,55,0,0,NULL
4,14,2019-12-19,14:30:00,54,32,1,0,NULL
4,14,2019-12-19,14:45:00,71,36,1,2,NULL
4,14,2019-12-19,14:30:00,59,38,0,2,NULL
4,15,2020-01-09,16:00:00,55,2,1,3,NULL
4,15,2020-01-09,14:30:00,32,57,1,2,NULL
4,15,2020-01-09,14:30:00,36,54,0,3,NULL
4,15,2020-01-09,14:30:00,38,71,0,3,NULL
4,15,2020-01-09,13:30:00,47,59,2,4,NULL
4,16,2020-01-16,16:00:00,55,44,0,0,NULL
4,16,2020-01-16,14:00:00,2,32,0,2,NULL
4,16,2020-01-16,14:00:00,57,36,0,1,NULL
4,16,2020-01-16,14:30:00,54,38,0,4,NULL
4,16,2020-01-16,14:30:00,59,71,0,4,NULL
4,17,2020-01-23,16:00:00,55,47,10,0,NULL
4,17,2020-01-23,14:30:00,32,44,0,2,NULL
4,17,2020-01-23,14:30:00,36,2,4,4,NULL
4,17,2020-01-23,14:30:00,38,57,2,4,NULL
4,17,2020-01-23,14:45:00,71,54,0,2,NULL
4,18,2020-01-30,13:30:00,47,32,2,1,NULL
4,18,2020-01-30,14:30:00,44,36,0,2,NULL
4,18,2020-01-30,14:00:00,2,38,0,0,NULL
4,18,2020-01-30,14:00:00,57,71,0,5,NULL
4,18,2020-01-30,14:30:00,59,54,2,3,NULL
4,19,2020-02-06,14:30:00,36,47,1,1,NULL
4,19,2020-02-06,14:30:00,38,44,4,2,NULL
4,19,2020-02-06,14:45:00,71,2,2,1,NULL
4,19,2020-02-06,14:30:00,54,57,0,0,NULL
4,19,2020-02-06,16:00:00,55,59,5,4,NULL
4,20,2020-04-10,16:00:00,55,32,2,4,NULL
4,20,2020-04-10,13:30:00,47,38,1,0,NULL
4,20,2020-04-10,15:00:00,44,71,1,1,NULL
4,20,2020-04-10,14:00:00,2,54,0,0,NULL
4,20,2020-04-10,14:30:00,59,57,4,1,NULL
4,21,2020-04-17,14:30:00,36,55,2,1,NULL
4,21,2020-04-17,15:00:00,71,47,0,1,NULL
4,21,2020-04-17,14:30:00,54,44,1,0,NULL
4,21,2020-04-17,14:00:00,57,2,0,4,NULL
4,21,2020-04-17,14:30:00,32,59,2,4,NULL
